# corpus prefix stripped from every path: /nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/
# F	<file>	<verdict>	<give-up detail>
# C	<file>	<repeat count>	<DTRES-CENSUS line>
F	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_49_58_321_1226378.smt_in.smt2	unknown	give-up kind=Watchdog detail=watchdog fired before the worker thread returned
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_49_58_321_1226378.smt_in.smt2	14	DTRES-CENSUS narrow_sites=1 wide_sites=1 narrow_pairs=0 wide_pairs=0 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=1 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_49_58_321_1226378.smt_in.smt2	4	DTRES-CENSUS narrow_sites=1 wide_sites=1 narrow_pairs=0 wide_pairs=0 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=1 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_49_58_321_1226378.smt_in.smt2	2	DTRES-CENSUS narrow_sites=12 wide_sites=12 narrow_pairs=45 wide_pairs=45 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=2 sym_inexact=0 ctor_exact=10 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_49_58_321_1226378.smt_in.smt2	1	DTRES-CENSUS narrow_sites=13 wide_sites=13 narrow_pairs=78 wide_pairs=78 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=13 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_49_58_321_1226378.smt_in.smt2	4	DTRES-CENSUS narrow_sites=15 wide_sites=15 narrow_pairs=105 wide_pairs=105 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=15 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_49_58_321_1226378.smt_in.smt2	2	DTRES-CENSUS narrow_sites=21 wide_sites=21 narrow_pairs=210 wide_pairs=210 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=21 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_49_58_321_1226378.smt_in.smt2	2	DTRES-CENSUS narrow_sites=23 wide_sites=23 narrow_pairs=106 wide_pairs=106 dtres_funcs=2 dtres_inexact=0 dtres_nondt=0 sym_exact=10 sym_inexact=0 ctor_exact=13 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_49_58_321_1226378.smt_in.smt2	1	DTRES-CENSUS narrow_sites=29 wide_sites=29 narrow_pairs=406 wide_pairs=406 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=29 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_49_58_321_1226378.smt_in.smt2	2	DTRES-CENSUS narrow_sites=32 wide_sites=32 narrow_pairs=210 wide_pairs=210 dtres_funcs=2 dtres_inexact=0 dtres_nondt=0 sym_exact=17 sym_inexact=0 ctor_exact=15 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_49_58_321_1226378.smt_in.smt2	6	DTRES-CENSUS narrow_sites=47 wide_sites=47 narrow_pairs=540 wide_pairs=540 dtres_funcs=2 dtres_inexact=0 dtres_nondt=0 sym_exact=32 sym_inexact=0 ctor_exact=15 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_49_58_321_1226378.smt_in.smt2	2	DTRES-CENSUS narrow_sites=52 wide_sites=52 narrow_pairs=1326 wide_pairs=1326 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=52 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_49_58_321_1226378.smt_in.smt2	1	DTRES-CENSUS narrow_sites=7 wide_sites=7 narrow_pairs=21 wide_pairs=21 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=7 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_49_58_321_1226378.smt_in.smt2	2	DTRES-CENSUS narrow_sites=8 wide_sites=8 narrow_pairs=28 wide_pairs=28 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=8 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
F	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_50_33_439_1257062.smt_in.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: an uninterpreted function applied to a datatype term that is neither a free variable nor a constructor application (ADR-0022)
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_50_33_439_1257062.smt_in.smt2	4	DTRES-CENSUS narrow_sites=0 wide_sites=1 narrow_pairs=0 wide_pairs=0 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_50_33_439_1257062.smt_in.smt2	8	DTRES-CENSUS narrow_sites=1 wide_sites=1 narrow_pairs=0 wide_pairs=0 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=1 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_50_33_439_1257062.smt_in.smt2	1	DTRES-CENSUS narrow_sites=19 wide_sites=19 narrow_pairs=123 wide_pairs=123 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=2 sym_inexact=0 ctor_exact=17 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_50_33_439_1257062.smt_in.smt2	8	DTRES-CENSUS narrow_sites=30 wide_sites=31 narrow_pairs=282 wide_pairs=282 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=28 ctor_inexact=0 apply_exact=2 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_50_33_439_1257062.smt_in.smt2	4	DTRES-CENSUS narrow_sites=34 wide_sites=35 narrow_pairs=384 wide_pairs=384 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=32 ctor_inexact=0 apply_exact=2 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_50_33_439_1257062.smt_in.smt2	4	DTRES-CENSUS narrow_sites=37 wide_sites=38 narrow_pairs=564 wide_pairs=564 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=2 sym_inexact=0 ctor_exact=34 ctor_inexact=0 apply_exact=1 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_50_33_439_1257062.smt_in.smt2	2	DTRES-CENSUS narrow_sites=7 wide_sites=7 narrow_pairs=21 wide_pairs=21 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=7 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_50_33_439_1257062.smt_in.smt2	2	DTRES-CENSUS narrow_sites=78 wide_sites=79 narrow_pairs=1498 wide_pairs=1498 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=6 sym_inexact=0 ctor_exact=71 ctor_inexact=0 apply_exact=1 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
F	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_51_07_332_1287035.smt_in.smt2	unknown	give-up kind=Incomplete detail=mbqi declined an unsupported fragment: Ackermann congruence over datatype arguments needs 175213 congruence pairs, over the 20000 bound (ADR-0022)
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_51_07_332_1287035.smt_in.smt2	4	DTRES-CENSUS narrow_sites=0 wide_sites=1 narrow_pairs=0 wide_pairs=0 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_51_07_332_1287035.smt_in.smt2	1	DTRES-CENSUS narrow_sites=13 wide_sites=13 narrow_pairs=78 wide_pairs=78 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=13 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_51_07_332_1287035.smt_in.smt2	4	DTRES-CENSUS narrow_sites=138 wide_sites=141 narrow_pairs=5592 wide_pairs=5595 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=135 ctor_inexact=0 apply_exact=3 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_51_07_332_1287035.smt_in.smt2	2	DTRES-CENSUS narrow_sites=191 wide_sites=194 narrow_pairs=9955 wide_pairs=9958 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=1 sym_inexact=0 ctor_exact=187 ctor_inexact=0 apply_exact=3 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_51_07_332_1287035.smt_in.smt2	2	DTRES-CENSUS narrow_sites=22 wide_sites=22 narrow_pairs=231 wide_pairs=231 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=22 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_51_07_332_1287035.smt_in.smt2	2	DTRES-CENSUS narrow_sites=27 wide_sites=27 narrow_pairs=351 wide_pairs=351 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=27 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_51_07_332_1287035.smt_in.smt2	1	DTRES-CENSUS narrow_sites=4 wide_sites=4 narrow_pairs=6 wide_pairs=6 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=4 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_51_07_332_1287035.smt_in.smt2	4	DTRES-CENSUS narrow_sites=764 wide_sites=770 narrow_pairs=175213 wide_pairs=175220 dtres_funcs=2 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=756 ctor_inexact=0 apply_exact=8 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_51_07_332_1287035.smt_in.smt2	2	DTRES-CENSUS narrow_sites=765 wide_sites=771 narrow_pairs=175789 wide_pairs=175796 dtres_funcs=2 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=757 ctor_inexact=0 apply_exact=8 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
F	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_51_42_375_1318540.smt_in.smt2	unknown	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_51_42_375_1318540.smt_in.smt2	99	DTRES-CENSUS narrow_sites=1 wide_sites=1 narrow_pairs=0 wide_pairs=0 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=1 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_51_42_375_1318540.smt_in.smt2	4	DTRES-CENSUS narrow_sites=1 wide_sites=1 narrow_pairs=0 wide_pairs=0 dtres_funcs=1 dtres_inexact=1 dtres_nondt=0 sym_exact=1 sym_inexact=0 ctor_exact=0 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=0
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_51_42_375_1318540.smt_in.smt2	2	DTRES-CENSUS narrow_sites=102 wide_sites=102 narrow_pairs=1451 wide_pairs=1451 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=12 sym_inexact=0 ctor_exact=90 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_51_42_375_1318540.smt_in.smt2	1	DTRES-CENSUS narrow_sites=103 wide_sites=103 narrow_pairs=1425 wide_pairs=1425 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=103 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_51_42_375_1318540.smt_in.smt2	1	DTRES-CENSUS narrow_sites=114 wide_sites=114 narrow_pairs=2128 wide_pairs=2128 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=114 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_51_42_375_1318540.smt_in.smt2	1	DTRES-CENSUS narrow_sites=123 wide_sites=123 narrow_pairs=2131 wide_pairs=2131 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=123 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_51_42_375_1318540.smt_in.smt2	2	DTRES-CENSUS narrow_sites=139 wide_sites=139 narrow_pairs=2604 wide_pairs=2604 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=12 sym_inexact=0 ctor_exact=127 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_51_42_375_1318540.smt_in.smt2	1	DTRES-CENSUS narrow_sites=14 wide_sites=14 narrow_pairs=31 wide_pairs=31 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=14 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_51_42_375_1318540.smt_in.smt2	2	DTRES-CENSUS narrow_sites=178 wide_sites=178 narrow_pairs=4444 wide_pairs=4444 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=19 sym_inexact=0 ctor_exact=159 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_51_42_375_1318540.smt_in.smt2	1	DTRES-CENSUS narrow_sites=189 wide_sites=189 narrow_pairs=4964 wide_pairs=4964 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=189 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_51_42_375_1318540.smt_in.smt2	16	DTRES-CENSUS narrow_sites=2 wide_sites=2 narrow_pairs=0 wide_pairs=0 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=2 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_51_42_375_1318540.smt_in.smt2	3	DTRES-CENSUS narrow_sites=2 wide_sites=2 narrow_pairs=1 wide_pairs=1 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=2 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_51_42_375_1318540.smt_in.smt2	2	DTRES-CENSUS narrow_sites=223 wide_sites=223 narrow_pairs=6722 wide_pairs=6722 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=22 sym_inexact=0 ctor_exact=201 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_51_42_375_1318540.smt_in.smt2	2	DTRES-CENSUS narrow_sites=24 wide_sites=24 narrow_pairs=77 wide_pairs=77 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=4 sym_inexact=0 ctor_exact=20 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_51_42_375_1318540.smt_in.smt2	1	DTRES-CENSUS narrow_sites=255 wide_sites=255 narrow_pairs=9181 wide_pairs=9181 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=255 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_51_42_375_1318540.smt_in.smt2	1	DTRES-CENSUS narrow_sites=26 wide_sites=26 narrow_pairs=102 wide_pairs=102 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=26 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_51_42_375_1318540.smt_in.smt2	2	DTRES-CENSUS narrow_sites=27 wide_sites=27 narrow_pairs=91 wide_pairs=91 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=27 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_51_42_375_1318540.smt_in.smt2	1	DTRES-CENSUS narrow_sites=3 wide_sites=3 narrow_pairs=0 wide_pairs=0 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=3 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_51_42_375_1318540.smt_in.smt2	2	DTRES-CENSUS narrow_sites=315 wide_sites=315 narrow_pairs=13641 wide_pairs=13641 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=40 sym_inexact=0 ctor_exact=275 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_51_42_375_1318540.smt_in.smt2	2	DTRES-CENSUS narrow_sites=36 wide_sites=36 narrow_pairs=194 wide_pairs=194 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=36 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_51_42_375_1318540.smt_in.smt2	1	DTRES-CENSUS narrow_sites=38 wide_sites=38 narrow_pairs=202 wide_pairs=202 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=38 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_51_42_375_1318540.smt_in.smt2	2	DTRES-CENSUS narrow_sites=4 wide_sites=4 narrow_pairs=1 wide_pairs=1 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=4 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_51_42_375_1318540.smt_in.smt2	2	DTRES-CENSUS narrow_sites=41 wide_sites=41 narrow_pairs=225 wide_pairs=225 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=7 sym_inexact=0 ctor_exact=34 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_51_42_375_1318540.smt_in.smt2	2	DTRES-CENSUS narrow_sites=42 wide_sites=42 narrow_pairs=244 wide_pairs=244 dtres_funcs=1 dtres_inexact=0 dtres_nondt=0 sym_exact=4 sym_inexact=0 ctor_exact=38 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=0 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_51_42_375_1318540.smt_in.smt2	1	DTRES-CENSUS narrow_sites=48 wide_sites=48 narrow_pairs=319 wide_pairs=319 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=48 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_51_42_375_1318540.smt_in.smt2	1	DTRES-CENSUS narrow_sites=58 wide_sites=58 narrow_pairs=504 wide_pairs=504 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=58 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
C	UFDT/20170428-Barrett/cdt-cade2015/data/distro/gram_lang/x2015_09_10_16_51_42_375_1318540.smt_in.smt2	1	DTRES-CENSUS narrow_sites=6 wide_sites=6 narrow_pairs=4 wide_pairs=4 dtres_funcs=0 dtres_inexact=0 dtres_nondt=0 sym_exact=0 sym_inexact=0 ctor_exact=6 ctor_inexact=0 apply_exact=0 apply_inexact=0 other=0 other_kinds=- ELIGIBLE_A=1 ELIGIBLE_C=1
