path	status	int_symbols	src_nodes	mul_nodes	nonlinear_mul_nodes	max_degree	has_div	has_mod	has_abs	constant_width	max_constant	bound_width	bounded_symbols	unbounded_symbols	width	blast_nodes	blast_mul_nodes	mul_gates	divrem_nodes	divrem_gates	estimate	actual	note
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31541_safety_0.smt2	sat	248	2516	665	242	2	false	false	false	31	-1073741823	3	26	222	16								BLAST-ERROR: integer constant -1073741823 does not fit in signed 16 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31541_safety_0.smt2	sat	248	2516	665	242	2	false	false	false	31	-1073741823	3	26	222	20								BLAST-ERROR: integer constant -1073741823 does not fit in signed 20 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31541_safety_0.smt2	sat	248	2516	665	242	2	false	false	false	31	-1073741823	3	26	222	24								BLAST-ERROR: integer constant -1073741823 does not fit in signed 24 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31541_safety_0.smt2	sat	248	2516	665	242	2	false	false	false	31	-1073741823	3	26	222	28								BLAST-ERROR: integer constant -1073741823 does not fit in signed 28 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31541_safety_0.smt2	sat	248	2516	665	242	2	false	false	false	31	-1073741823	3	26	222	32	6937	1330	27238400	0	0	82137495		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-4-filtered.t2__p22683_terminationG_0.smt2	sat	3091	30849	9581	4449	2	false	false	false	3	2	2	162	2929	4	97613	19162	6131840	0	0	19318110		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-4-filtered.t2__p22683_terminationG_0.smt2	sat	3091	30849	9581	4449	2	false	false	false	3	2	2	162	2929	8	97613	19162	24527360	0	0	75264870		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-4-filtered.t2__p22683_terminationG_0.smt2	sat	3091	30849	9581	4449	2	false	false	false	3	2	2	162	2929	12	97613	19162	55186560	0	0	168002670		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-4-filtered.t2__p22683_terminationG_0.smt2	sat	3091	30849	9581	4449	2	false	false	false	3	2	2	162	2929	16	97613	19162	98109440	0	0	297531510		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-4-filtered.t2__p22683_terminationG_0.smt2	sat	3091	30849	9581	4449	2	false	false	false	3	2	2	162	2929	20	97613	19162	153296000	0	0	463851390		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-4-filtered.t2__p22683_terminationG_0.smt2	sat	3091	30849	9581	4449	2	false	false	false	3	2	2	162	2929	24	97613	19162	220746240	0	0	666962310		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-4-filtered.t2__p22683_terminationG_0.smt2	sat	3091	30849	9581	4449	2	false	false	false	3	2	2	162	2929	28	97613	19162	300460160	0	0	906864270		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-4-filtered.t2__p22683_terminationG_0.smt2	sat	3091	30849	9581	4449	2	false	false	false	3	2	2	162	2929	32	97613	19162	392437760	0	0	1183557270		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/AProVE/aproveSMT5048239408100334127.smt2	unsat	42	419	139	83	4	false	false	false	2	1	2	1	41	4	1186	278	88960	0	0	277308		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/AProVE/aproveSMT5048239408100334127.smt2	unsat	42	419	139	83	4	false	false	false	2	1	2	1	41	8	1186	278	355840	0	0	1086540		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/AProVE/aproveSMT5048239408100334127.smt2	unsat	42	419	139	83	4	false	false	false	2	1	2	1	41	12	1186	278	800640	0	0	2429532		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/AProVE/aproveSMT5048239408100334127.smt2	unsat	42	419	139	83	4	false	false	false	2	1	2	1	41	16	1186	278	1423360	0	0	4306284		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/AProVE/aproveSMT5048239408100334127.smt2	unsat	42	419	139	83	4	false	false	false	2	1	2	1	41	20	1186	278	2224000	0	0	6716796		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/AProVE/aproveSMT5048239408100334127.smt2	unsat	42	419	139	83	4	false	false	false	2	1	2	1	41	24	1186	278	3202560	0	0	9661068		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/AProVE/aproveSMT5048239408100334127.smt2	unsat	42	419	139	83	4	false	false	false	2	1	2	1	41	28	1186	278	4359040	0	0	13139100		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/AProVE/aproveSMT5048239408100334127.smt2	unsat	42	419	139	83	4	false	false	false	2	1	2	1	41	32	1186	278	5693440	0	0	17150892		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateContainsAll.jar-obl-11__terminationS_0_0.smt2	unsat	4266	45684	12880	2871	2	false	false	false	5	11	2	140	4126	4								BLAST-ERROR: integer constant 9 does not fit in signed 4 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateContainsAll.jar-obl-11__terminationS_0_0.smt2	unsat	4266	45684	12880	2871	2	false	false	false	5	11	2	140	4126	8	135126	25760	32972800	0	0	101191368		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateContainsAll.jar-obl-11__terminationS_0_0.smt2	unsat	4266	45684	12880	2871	2	false	false	false	5	11	2	140	4126	12	135126	25760	74188800	0	0	225861144		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateContainsAll.jar-obl-11__terminationS_0_0.smt2	unsat	4266	45684	12880	2871	2	false	false	false	5	11	2	140	4126	16	135126	25760	131891200	0	0	399990120		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateContainsAll.jar-obl-11__terminationS_0_0.smt2	unsat	4266	45684	12880	2871	2	false	false	false	5	11	2	140	4126	20	135126	25760	206080000	0	0	623578296		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateContainsAll.jar-obl-11__terminationS_0_0.smt2	unsat	4266	45684	12880	2871	2	false	false	false	5	11	2	140	4126	24	135126	25760	296755200	0	0	896625672		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateContainsAll.jar-obl-11__terminationS_0_0.smt2	unsat	4266	45684	12880	2871	2	false	false	false	5	11	2	140	4126	28	135126	25760	403916800	0	0	1219132248		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateContainsAll.jar-obl-11__terminationS_0_0.smt2	unsat	4266	45684	12880	2871	2	false	false	false	5	11	2	140	4126	32	135126	25760	527564800	0	0	1591098024		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20220315-MathProblems/MS_06.smt2	sat	37	1454	36	36	2	false	false	false	2	0	2	0	37	4	1844	72	23040	0	0	79032		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20220315-MathProblems/MS_06.smt2	sat	37	1454	36	36	2	false	false	false	2	0	2	0	37	8	1844	72	92160	0	0	291528		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20220315-MathProblems/MS_06.smt2	sat	37	1454	36	36	2	false	false	false	2	0	2	0	37	12	1844	72	207360	0	0	642264		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20220315-MathProblems/MS_06.smt2	sat	37	1454	36	36	2	false	false	false	2	0	2	0	37	16	1844	72	368640	0	0	1131240		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20220315-MathProblems/MS_06.smt2	sat	37	1454	36	36	2	false	false	false	2	0	2	0	37	20	1844	72	576000	0	0	1758456		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20220315-MathProblems/MS_06.smt2	sat	37	1454	36	36	2	false	false	false	2	0	2	0	37	24	1844	72	829440	0	0	2523912		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20220315-MathProblems/MS_06.smt2	sat	37	1454	36	36	2	false	false	false	2	0	2	0	37	28	1844	72	1128960	0	0	3427608		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20220315-MathProblems/MS_06.smt2	sat	37	1454	36	36	2	false	false	false	2	0	2	0	37	32	1844	72	1474560	0	0	4469544		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateSize.jar-obl-10__p7535_safety_0.smt2	sat	323	3062	808	250	2	false	false	false	32	1073741825	3	26	297	4								BLAST-ERROR: integer constant -14 does not fit in signed 4 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateSize.jar-obl-10__p7535_safety_0.smt2	sat	323	3062	808	250	2	false	false	false	32	1073741825	3	26	297	8								BLAST-ERROR: integer constant 1073741825 does not fit in signed 8 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateSize.jar-obl-10__p7535_safety_0.smt2	sat	323	3062	808	250	2	false	false	false	32	1073741825	3	26	297	12								BLAST-ERROR: integer constant 1073741825 does not fit in signed 12 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateSize.jar-obl-10__p7535_safety_0.smt2	sat	323	3062	808	250	2	false	false	false	32	1073741825	3	26	297	16								BLAST-ERROR: integer constant 1073741825 does not fit in signed 16 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateSize.jar-obl-10__p7535_safety_0.smt2	sat	323	3062	808	250	2	false	false	false	32	1073741825	3	26	297	20								BLAST-ERROR: integer constant 1073741825 does not fit in signed 20 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateSize.jar-obl-10__p7535_safety_0.smt2	sat	323	3062	808	250	2	false	false	false	32	1073741825	3	26	297	24								BLAST-ERROR: integer constant 1073741825 does not fit in signed 24 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateSize.jar-obl-10__p7535_safety_0.smt2	sat	323	3062	808	250	2	false	false	false	32	1073741825	3	26	297	28								BLAST-ERROR: integer constant 1073741825 does not fit in signed 28 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateSize.jar-obl-10__p7535_safety_0.smt2	sat	323	3062	808	250	2	false	false	false	32	1073741825	3	26	297	32	8639	1616	33095680	0	0	99823977		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p5428_safety_0.smt2	sat	356	3775	1046	447	2	false	false	false	32	1073741825	3	39	317	4								BLAST-ERROR: integer constant -14 does not fit in signed 4 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p5428_safety_0.smt2	sat	356	3775	1046	447	2	false	false	false	32	1073741825	3	39	317	8								BLAST-ERROR: integer constant 1073741825 does not fit in signed 8 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p5428_safety_0.smt2	sat	356	3775	1046	447	2	false	false	false	32	1073741825	3	39	317	12								BLAST-ERROR: integer constant 1073741825 does not fit in signed 12 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p5428_safety_0.smt2	sat	356	3775	1046	447	2	false	false	false	32	1073741825	3	39	317	16								BLAST-ERROR: integer constant 1073741825 does not fit in signed 16 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p5428_safety_0.smt2	sat	356	3775	1046	447	2	false	false	false	32	1073741825	3	39	317	20								BLAST-ERROR: integer constant 1073741825 does not fit in signed 20 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p5428_safety_0.smt2	sat	356	3775	1046	447	2	false	false	false	32	1073741825	3	39	317	24								BLAST-ERROR: integer constant 1073741825 does not fit in signed 24 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p5428_safety_0.smt2	sat	356	3775	1046	447	2	false	false	false	32	1073741825	3	39	317	28								BLAST-ERROR: integer constant 1073741825 does not fit in signed 28 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p5428_safety_0.smt2	sat	356	3775	1046	447	2	false	false	false	32	1073741825	3	39	317	32	10799	2092	42844160	0	0	129195444		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	sat	747	6560	1700	90	2	false	false	false	19	200102	3	22	725	4								BLAST-ERROR: integer constant -19 does not fit in signed 4 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	sat	747	6560	1700	90	2	false	false	false	19	200102	3	22	725	8								BLAST-ERROR: integer constant 50099 does not fit in signed 8 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	sat	747	6560	1700	90	2	false	false	false	19	200102	3	22	725	12								BLAST-ERROR: integer constant 50099 does not fit in signed 12 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	sat	747	6560	1700	90	2	false	false	false	19	200102	3	22	725	16								BLAST-ERROR: integer constant 50099 does not fit in signed 16 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	sat	747	6560	1700	90	2	false	false	false	19	200102	3	22	725	20	20728	3400	27200000	0	0	82478175		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	sat	747	6560	1700	90	2	false	false	false	19	200102	3	22	725	24	20728	3400	39168000	0	0	118550691		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	sat	747	6560	1700	90	2	false	false	false	19	200102	3	22	725	28	20728	3400	53312000	0	0	161151207		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/SAT14/1051.smt2	sat	747	6560	1700	90	2	false	false	false	19	200102	3	22	725	32	20728	3400	69632000	0	0	210279723		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32598_safety_0.smt2	sat	639	7552	2327	1032	2	false	false	false	32	1073741825	2	42	597	4								BLAST-ERROR: integer constant 1073741825 does not fit in signed 4 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32598_safety_0.smt2	sat	639	7552	2327	1032	2	false	false	false	32	1073741825	2	42	597	8								BLAST-ERROR: integer constant 1073741825 does not fit in signed 8 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32598_safety_0.smt2	sat	639	7552	2327	1032	2	false	false	false	32	1073741825	2	42	597	12								BLAST-ERROR: integer constant 1073741825 does not fit in signed 12 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32598_safety_0.smt2	sat	639	7552	2327	1032	2	false	false	false	32	1073741825	2	42	597	16								BLAST-ERROR: integer constant 1073741825 does not fit in signed 16 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32598_safety_0.smt2	sat	639	7552	2327	1032	2	false	false	false	32	1073741825	2	42	597	20								BLAST-ERROR: integer constant 1073741825 does not fit in signed 20 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32598_safety_0.smt2	sat	639	7552	2327	1032	2	false	false	false	32	1073741825	2	42	597	24								BLAST-ERROR: integer constant 1073741825 does not fit in signed 24 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32598_safety_0.smt2	sat	639	7552	2327	1032	2	false	false	false	32	1073741825	2	42	597	28								BLAST-ERROR: integer constant 1073741825 does not fit in signed 28 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32598_safety_0.smt2	sat	639	7552	2327	1032	2	false	false	false	32	1073741825	2	42	597	32	24032	4654	95313920	0	0	287465313		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-complInterv3.jar-obl-8__p13362_terminationG_0.smt2	unknown	30	234	49	30	2	false	false	false	17	50001	2	2	28	4								BLAST-ERROR: integer constant 50001 does not fit in signed 4 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-complInterv3.jar-obl-8__p13362_terminationG_0.smt2	unknown	30	234	49	30	2	false	false	false	17	50001	2	2	28	8								BLAST-ERROR: integer constant 50001 does not fit in signed 8 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-complInterv3.jar-obl-8__p13362_terminationG_0.smt2	unknown	30	234	49	30	2	false	false	false	17	50001	2	2	28	12								BLAST-ERROR: integer constant 50001 does not fit in signed 12 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-complInterv3.jar-obl-8__p13362_terminationG_0.smt2	unknown	30	234	49	30	2	false	false	false	17	50001	2	2	28	16								BLAST-ERROR: integer constant 50001 does not fit in signed 16 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-complInterv3.jar-obl-8__p13362_terminationG_0.smt2	unknown	30	234	49	30	2	false	false	false	17	50001	2	2	28	20	657	98	784000	0	0	2379717		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-complInterv3.jar-obl-8__p13362_terminationG_0.smt2	unknown	30	234	49	30	2	false	false	false	17	50001	2	2	28	24	657	98	1128960	0	0	3419913		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-complInterv3.jar-obl-8__p13362_terminationG_0.smt2	unknown	30	234	49	30	2	false	false	false	17	50001	2	2	28	28	657	98	1536640	0	0	4648269		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-complInterv3.jar-obl-8__p13362_terminationG_0.smt2	unknown	30	234	49	30	2	false	false	false	17	50001	2	2	28	32	657	98	2007040	0	0	6064785		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__agafp.t2_fixed__terminationS_0_0.smt2	unsat	166	2489	566	102	2	false	false	false	19	200006	2	16	150	4								BLAST-ERROR: integer constant 50001 does not fit in signed 4 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__agafp.t2_fixed__terminationS_0_0.smt2	unsat	166	2489	566	102	2	false	false	false	19	200006	2	16	150	8								BLAST-ERROR: integer constant 50001 does not fit in signed 8 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__agafp.t2_fixed__terminationS_0_0.smt2	unsat	166	2489	566	102	2	false	false	false	19	200006	2	16	150	12								BLAST-ERROR: integer constant 50001 does not fit in signed 12 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__agafp.t2_fixed__terminationS_0_0.smt2	unsat	166	2489	566	102	2	false	false	false	19	200006	2	16	150	16								BLAST-ERROR: integer constant 50001 does not fit in signed 16 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__agafp.t2_fixed__terminationS_0_0.smt2	unsat	166	2489	566	102	2	false	false	false	19	200006	2	16	150	20	8591	1132	9056000	0	0	27539340		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__agafp.t2_fixed__terminationS_0_0.smt2	unsat	166	2489	566	102	2	false	false	false	19	200006	2	16	150	24	8591	1132	13040640	0	0	39564348		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__agafp.t2_fixed__terminationS_0_0.smt2	unsat	166	2489	566	102	2	false	false	false	19	200006	2	16	150	28	8591	1132	17749760	0	0	53762796		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_T2__agafp.t2_fixed__terminationS_0_0.smt2	unsat	166	2489	566	102	2	false	false	false	19	200006	2	16	150	32	8591	1132	23183360	0	0	70134684		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8065_safety_0.smt2	sat	1872	20612	6313	1911	2	false	false	false	5	10	3	81	1791	4								BLAST-ERROR: integer constant 9 does not fit in signed 4 bits
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8065_safety_0.smt2	sat	1872	20612	6313	1911	2	false	false	false	5	10	3	81	1791	8	64872	12626	16161280	0	0	49593771		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8065_safety_0.smt2	sat	1872	20612	6313	1911	2	false	false	false	5	10	3	81	1791	12	64872	12626	36362880	0	0	110698983		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8065_safety_0.smt2	sat	1872	20612	6313	1911	2	false	false	false	5	10	3	81	1791	16	64872	12626	64645120	0	0	196046115		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8065_safety_0.smt2	sat	1872	20612	6313	1911	2	false	false	false	5	10	3	81	1791	20	64872	12626	101008000	0	0	305635167		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8065_safety_0.smt2	sat	1872	20612	6313	1911	2	false	false	false	5	10	3	81	1791	24	64872	12626	145451520	0	0	439466139		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8065_safety_0.smt2	sat	1872	20612	6313	1911	2	false	false	false	5	10	3	81	1791	28	64872	12626	197975680	0	0	597539031		
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8065_safety_0.smt2	sat	1872	20612	6313	1911	2	false	false	false	5	10	3	81	1791	32	64872	12626	258580480	0	0	779853843		
