id	crate	file	line	test	generator	iterations	box	property	counterexample_class	concrete_instance	reachable	reason	method	notes	disposition
R332	axeyum-solver	crates/axeyum-solver/tests/nia_differential_fuzz.rs	526	nia_differential_fuzz_disagree_zero	lcg	INSTANCES=2500 (seeds 0..2500, Lcg::new(seed))	vars 1..=3; atoms 1..=4; monomials/atom 1..=3; coeff -4..=4; variable factors/monomial 0..=2 (degree<=2); optional const -4..=4 (half); ~1/3 instances wrap one monomial in div/mod by |d| in 2..=4 with random sign (doc); cmp uniform over {=,!=,<,<=,>,>=}	solve verdict == z3 Int verdict on jointly decided; every Sat replays under eval; jointly_decided>100	LIA GCD-infeasible two-variable equation (3x+6y=2 class)	2*x + 2*y + 1 = 0 (literal 3x+6y=2 needs coeff 6 outside -4..=4 but the class needs only gcd>1)	yes	two distinct variables with even coefficients and odd constant occur	ran hits=13/2500 seed=0..2500		n/a
R333	axeyum-solver	crates/axeyum-solver/tests/nia_differential_fuzz.rs	526	nia_differential_fuzz_disagree_zero	lcg	INSTANCES=2500 (seeds 0..2500, Lcg::new(seed))	vars 1..=3; atoms 1..=4; monomials/atom 1..=3; coeff -4..=4; variable factors/monomial 0..=2 (degree<=2); optional const -4..=4 (half); ~1/3 instances wrap one monomial in div/mod by |d| in 2..=4 with random sign (doc); cmp uniform over {=,!=,<,<=,>,>=}	solve verdict == z3 Int verdict on jointly decided; every Sat replays under eval; jointly_decided>100	LIA equation needing branch depth above the variable count	2*x + -2*y + 1 = 0 (unbounded polyhedron: plain branch-and-bound never terminates, any finite depth is exceeded)	yes	same shape as the GCD-infeasible two-var row (13 hits); the polyhedron 2x-2y=1 is unbounded so no branch depth suffices without a cut	derived		n/a
R334	axeyum-solver	crates/axeyum-solver/tests/nia_differential_fuzz.rs	526	nia_differential_fuzz_disagree_zero	lcg	INSTANCES=2500 (seeds 0..2500, Lcg::new(seed))	vars 1..=3; atoms 1..=4; monomials/atom 1..=3; coeff -4..=4; variable factors/monomial 0..=2 (degree<=2); optional const -4..=4 (half); ~1/3 instances wrap one monomial in div/mod by |d| in 2..=4 with random sign (doc); cmp uniform over {=,!=,<,<=,>,>=}	solve verdict == z3 Int verdict on jointly decided; every Sat replays under eval; jointly_decided>100	coefficient 0 (a term that cancels)	0*x + 3*y > 0	yes	coeff drawn from -4..=4 includes 0	ran hits=1222/2500 seed=0..2500		n/a
R335	axeyum-solver	crates/axeyum-solver/tests/nia_differential_fuzz.rs	526	nia_differential_fuzz_disagree_zero	lcg	INSTANCES=2500 (seeds 0..2500, Lcg::new(seed))	vars 1..=3; atoms 1..=4; monomials/atom 1..=3; coeff -4..=4; variable factors/monomial 0..=2 (degree<=2); optional const -4..=4 (half); ~1/3 instances wrap one monomial in div/mod by |d| in 2..=4 with random sign (doc); cmp uniform over {=,!=,<,<=,>,>=}	solve verdict == z3 Int verdict on jointly decided; every Sat replays under eval; jointly_decided>100	constant at the i64/i128 boundary making internal products overflow	coefficient 2^63-1 or a product exceeding 2^127	no	every literal is in -4..=4 and divisors in 2..=4; the largest constant product the lowering can form is 4*4*4=64; the solver's arithmetic is i128 with checked_* and a BigRational pool fallback (axeyum-ir/src/rational.rs, ADR-1702), so the overflow/big-pool transition needs |c|>2^127 which the box cannot produce	derived	the box literals are lines 231/246/263 (in_range(-4,4), in_range(-4,4), in_range(2,4))	structural-open
R336	axeyum-solver	crates/axeyum-solver/tests/nia_differential_fuzz.rs	526	nia_differential_fuzz_disagree_zero	lcg	INSTANCES=2500 (seeds 0..2500, Lcg::new(seed))	vars 1..=3; atoms 1..=4; monomials/atom 1..=3; coeff -4..=4; variable factors/monomial 0..=2 (degree<=2); optional const -4..=4 (half); ~1/3 instances wrap one monomial in div/mod by |d| in 2..=4 with random sign (doc); cmp uniform over {=,!=,<,<=,>,>=}	solve verdict == z3 Int verdict on jointly decided; every Sat replays under eval; jointly_decided>100	int div/mod by CONSTANT zero (a946f925 P0)	(div (2*x) 0) = 1	no	divisor magnitude is `let mag = rng.in_range(2, 4);` (line 263): 2..=4, never 0; module doc line 35 says the corner is never generated; qf_nia_divmod_const covers it	read	expected by design; recorded because the operator appears here	structural-open
R337	axeyum-solver	crates/axeyum-solver/tests/nia_differential_fuzz.rs	526	nia_differential_fuzz_disagree_zero	lcg	INSTANCES=2500 (seeds 0..2500, Lcg::new(seed))	vars 1..=3; atoms 1..=4; monomials/atom 1..=3; coeff -4..=4; variable factors/monomial 0..=2 (degree<=2); optional const -4..=4 (half); ~1/3 instances wrap one monomial in div/mod by |d| in 2..=4 with random sign (doc); cmp uniform over {=,!=,<,<=,>,>=}	solve verdict == z3 Int verdict on jointly decided; every Sat replays under eval; jointly_decided>100	int div by a NEGATIVE constant divisor (Euclidean (div -7 2)=-4 / (div 7 -2)=-3 family)	(div (3*x) -2) >= 0	no	code line 264 `let d = if rng.below(2) == 0 { mag } else { -mag };` but below(2) returns the LCG low bit which strictly alternates; the sign draw is exactly two draws after the op draw (`mag` in between) so sign == op's low bit; the op draw (line 257) lands at low bit 0 for both branches of the preceding constant-monomial below(2) (line 244): b=1 -> next draw, b=0 -> one coeff draw then op; so op is ALWAYS Div and sign ALWAYS positive	ran hits=0/2500 seed=0..2500 (div_positive=692, div_negative=0)	MMIX LCG: state = a*s+c mod 2^64 with a,c odd, so bit k has period 2^(k+1); below(2)/flip() strictly alternate with the draw index and below(4)/below(8) cycle with period 4/8. Any branch taken by a below(2^k) draw at a fixed draw offset is a fixed function of the seed's low bits, not random. Doc comment lines 209-210 claim `div/mod by a nonzero constant in 2..=4 (or its negation)`; the negation never occurs.	fixed-lcg-mix
R338	axeyum-solver	crates/axeyum-solver/tests/nia_differential_fuzz.rs	526	nia_differential_fuzz_disagree_zero	lcg	INSTANCES=2500 (seeds 0..2500, Lcg::new(seed))	vars 1..=3; atoms 1..=4; monomials/atom 1..=3; coeff -4..=4; variable factors/monomial 0..=2 (degree<=2); optional const -4..=4 (half); ~1/3 instances wrap one monomial in div/mod by |d| in 2..=4 with random sign (doc); cmp uniform over {=,!=,<,<=,>,>=}	solve verdict == z3 Int verdict on jointly decided; every Sat replays under eval; jointly_decided>100	int mod by any constant ((mod -7 -2)=1 family and plain (mod x 3))	(mod (2*x) 3) = 1	no	same parity lock as the previous row: the op draw at line 257 always yields Div; `mod` is never emitted although the doc and the DivMod enum name it	ran hits=0/2500 seed=0..2500 (mod_*=0)	the module's `Div/mod convention check` section (lines 27-36) describes a mod convention that is never exercised	fixed-lcg-mix
R339	axeyum-solver	crates/axeyum-solver/tests/nia_differential_fuzz.rs	526	nia_differential_fuzz_disagree_zero	lcg	INSTANCES=2500 (seeds 0..2500, Lcg::new(seed))	vars 1..=3; atoms 1..=4; monomials/atom 1..=3; coeff -4..=4; variable factors/monomial 0..=2 (degree<=2); optional const -4..=4 (half); ~1/3 instances wrap one monomial in div/mod by |d| in 2..=4 with random sign (doc); cmp uniform over {=,!=,<,<=,>,>=}	solve verdict == z3 Int verdict on jointly decided; every Sat replays under eval; jointly_decided>100	int div with a negative dividend and positive divisor (Euclidean floor (div -7 2)=-4)	(div (-3*x) 2) with x>0	yes	coeff -4..=4 is negative 4/9 of the time and the decorated monomial keeps its coefficient	ran hits=301/2500 seed=0..2500	dividend sign at the model is value-dependent; the shape is reachable	n/a
R340	axeyum-solver	crates/axeyum-solver/tests/nia_differential_fuzz.rs	526	nia_differential_fuzz_disagree_zero	lcg	INSTANCES=2500 (seeds 0..2500, Lcg::new(seed))	vars 1..=3; atoms 1..=4; monomials/atom 1..=3; coeff -4..=4; variable factors/monomial 0..=2 (degree<=2); optional const -4..=4 (half); ~1/3 instances wrap one monomial in div/mod by |d| in 2..=4 with random sign (doc); cmp uniform over {=,!=,<,<=,>,>=}	solve verdict == z3 Int verdict on jointly decided; every Sat replays under eval; jointly_decided>100	(* c x) with negative c	-3*x + 1 <= 0	yes	coeff in -4..=4	ran hits=2277/2500 seed=0..2500		n/a
R341	axeyum-solver	crates/axeyum-solver/tests/nia_differential_fuzz.rs	526	nia_differential_fuzz_disagree_zero	lcg	INSTANCES=2500 (seeds 0..2500, Lcg::new(seed))	vars 1..=3; atoms 1..=4; monomials/atom 1..=3; coeff -4..=4; variable factors/monomial 0..=2 (degree<=2); optional const -4..=4 (half); ~1/3 instances wrap one monomial in div/mod by |d| in 2..=4 with random sign (doc); cmp uniform over {=,!=,<,<=,>,>=}	solve verdict == z3 Int verdict on jointly decided; every Sat replays under eval; jointly_decided>100	NIA product of two DISTINCT variables	2*x*y + -1 = 0	yes	two factors drawn independently from num_vars>=2	ran hits=1199/2500 seed=0..2500		n/a
R342	axeyum-solver	crates/axeyum-solver/tests/nia_differential_fuzz.rs	526	nia_differential_fuzz_disagree_zero	lcg	INSTANCES=2500 (seeds 0..2500, Lcg::new(seed))	vars 1..=3; atoms 1..=4; monomials/atom 1..=3; coeff -4..=4; variable factors/monomial 0..=2 (degree<=2); optional const -4..=4 (half); ~1/3 instances wrap one monomial in div/mod by |d| in 2..=4 with random sign (doc); cmp uniform over {=,!=,<,<=,>,>=}	solve verdict == z3 Int verdict on jointly decided; every Sat replays under eval; jointly_decided>100	NIA square with negative RHS (x*x=-1, unsat by sign reasoning)	1*x*x + 1 = 0	yes	square monomial (both factors collide) plus a positive constant with Eq	ran hits=68/2500 seed=0..2500		n/a
R343	axeyum-solver	crates/axeyum-solver/tests/nia_differential_fuzz.rs	526	nia_differential_fuzz_disagree_zero	lcg	INSTANCES=2500 (seeds 0..2500, Lcg::new(seed))	vars 1..=3; atoms 1..=4; monomials/atom 1..=3; coeff -4..=4; variable factors/monomial 0..=2 (degree<=2); optional const -4..=4 (half); ~1/3 instances wrap one monomial in div/mod by |d| in 2..=4 with random sign (doc); cmp uniform over {=,!=,<,<=,>,>=}	solve verdict == z3 Int verdict on jointly decided; every Sat replays under eval; jointly_decided>100	NIA cube / odd degree >= 3	1*x*x*x + -8 = 0	no	`let degree = rng.below(3); // 0..=2 variable factors` (line 232): at most two factors per monomial and monomials are only summed, so total degree <= 2	read	ran hits=0/2500 confirms	structural-open
R344	axeyum-solver	crates/axeyum-solver/tests/nia_differential_fuzz.rs	526	nia_differential_fuzz_disagree_zero	lcg	INSTANCES=2500 (seeds 0..2500, Lcg::new(seed))	vars 1..=3; atoms 1..=4; monomials/atom 1..=3; coeff -4..=4; variable factors/monomial 0..=2 (degree<=2); optional const -4..=4 (half); ~1/3 instances wrap one monomial in div/mod by |d| in 2..=4 with random sign (doc); cmp uniform over {=,!=,<,<=,>,>=}	solve verdict == z3 Int verdict on jointly decided; every Sat replays under eval; jointly_decided>100	NIA irrational-root polynomial (x*x=2: real-sat, Int-unsat by non-integrality)	1*x*x + -2 = 0	yes	square monomial with coeff 1 and constant -2 (or -3,-5,-6,-7) under Eq	ran hits=7/2500 seed=0..2500	low frequency (0.3%)	n/a
R345	axeyum-solver	crates/axeyum-solver/tests/nia_differential_fuzz.rs	526	nia_differential_fuzz_disagree_zero	lcg	INSTANCES=2500 (seeds 0..2500, Lcg::new(seed))	vars 1..=3; atoms 1..=4; monomials/atom 1..=3; coeff -4..=4; variable factors/monomial 0..=2 (degree<=2); optional const -4..=4 (half); ~1/3 instances wrap one monomial in div/mod by |d| in 2..=4 with random sign (doc); cmp uniform over {=,!=,<,<=,>,>=}	solve verdict == z3 Int verdict on jointly decided; every Sat replays under eval; jointly_decided>100	NIA product of three variables	1*x*y*z = 6	no	line 232 caps factors at 2	read		structural-open
R346	axeyum-solver	crates/axeyum-solver/tests/nia_differential_fuzz.rs	526	nia_differential_fuzz_disagree_zero	lcg	INSTANCES=2500 (seeds 0..2500, Lcg::new(seed))	vars 1..=3; atoms 1..=4; monomials/atom 1..=3; coeff -4..=4; variable factors/monomial 0..=2 (degree<=2); optional const -4..=4 (half); ~1/3 instances wrap one monomial in div/mod by |d| in 2..=4 with random sign (doc); cmp uniform over {=,!=,<,<=,>,>=}	solve verdict == z3 Int verdict on jointly decided; every Sat replays under eval; jointly_decided>100	NIA x*y = 1 over Int (x,y in {+-1})	1*x*y + -1 = 0	yes	coeff +-1 on a distinct-variable product with constant -+1 and Eq	ran hits=5/2500 seed=0..2500		n/a
R347	axeyum-solver	crates/axeyum-solver/tests/nra_differential_fuzz.rs	1106	nra_differential_fuzz_disagree_zero	lcg	INSTANCES=2000 (seeds 0..2000)	mixture per seed: 1/5 tight_anchored (1 var; x^2=c with c in {2,3,5,6,7}; 1..=3 ineqs a*x^2+b*x+k with dens in {1,1e3,1e13,1e20,1e28}, scale -4..=4, jitter -9..=9); then 1/4 fbbt (vars 3..=4; one atom c*x0^d + b*x0 + k with d 2..=6, |c| 1..=3, b -3..=3, k -400..=400, cmp in {<,<=,>,>=,=}; anchor lo -2..=0, hi lo+0..=2 (dropped 1/5); chain gaps 1..=3); then 1/4 single-cell (vars 2..=4; atoms 1..=4; monos 1..=3; coeff -3..=3; factors 0..=8; const -3..=3 half; no division); rest general (vars 2..=4; atoms 1..=4; monos 1..=3; coeff -3..=3; factors 0..=2; const -3..=3 half; 1/4 atoms divided by a VARIABLE); cmp uniform over 6. Measured split: tight 404, fbbt 399, single-cell 400, general 797	solve verdict == z3 Real verdict on jointly decided; Sat replays; jointly>100; nra_fbbt components_offered>0	NRA product of two DISTINCT variables	1*x*y + -1 > 0	yes	general and single-cell sub-generators draw factor indices independently	ran hits=702/2000 seed=0..2000		n/a
R348	axeyum-solver	crates/axeyum-solver/tests/nra_differential_fuzz.rs	1106	nra_differential_fuzz_disagree_zero	lcg	INSTANCES=2000 (seeds 0..2000)	mixture per seed: 1/5 tight_anchored (1 var; x^2=c with c in {2,3,5,6,7}; 1..=3 ineqs a*x^2+b*x+k with dens in {1,1e3,1e13,1e20,1e28}, scale -4..=4, jitter -9..=9); then 1/4 fbbt (vars 3..=4; one atom c*x0^d + b*x0 + k with d 2..=6, |c| 1..=3, b -3..=3, k -400..=400, cmp in {<,<=,>,>=,=}; anchor lo -2..=0, hi lo+0..=2 (dropped 1/5); chain gaps 1..=3); then 1/4 single-cell (vars 2..=4; atoms 1..=4; monos 1..=3; coeff -3..=3; factors 0..=8; const -3..=3 half; no division); rest general (vars 2..=4; atoms 1..=4; monos 1..=3; coeff -3..=3; factors 0..=2; const -3..=3 half; 1/4 atoms divided by a VARIABLE); cmp uniform over 6. Measured split: tight 404, fbbt 399, single-cell 400, general 797	solve verdict == z3 Real verdict on jointly decided; Sat replays; jointly>100; nra_fbbt components_offered>0	NRA square with negative RHS (x*x=-1)	1*x*x + 1 = 0	yes	needs a collided-factor square, an Eq comparator and a positive constant; occurs but rarely	ran hits=1/2000 seed=0..2000	probability ~0.05%: one instance in the whole sweep	n/a
R349	axeyum-solver	crates/axeyum-solver/tests/nra_differential_fuzz.rs	1106	nra_differential_fuzz_disagree_zero	lcg	INSTANCES=2000 (seeds 0..2000)	mixture per seed: 1/5 tight_anchored (1 var; x^2=c with c in {2,3,5,6,7}; 1..=3 ineqs a*x^2+b*x+k with dens in {1,1e3,1e13,1e20,1e28}, scale -4..=4, jitter -9..=9); then 1/4 fbbt (vars 3..=4; one atom c*x0^d + b*x0 + k with d 2..=6, |c| 1..=3, b -3..=3, k -400..=400, cmp in {<,<=,>,>=,=}; anchor lo -2..=0, hi lo+0..=2 (dropped 1/5); chain gaps 1..=3); then 1/4 single-cell (vars 2..=4; atoms 1..=4; monos 1..=3; coeff -3..=3; factors 0..=8; const -3..=3 half; no division); rest general (vars 2..=4; atoms 1..=4; monos 1..=3; coeff -3..=3; factors 0..=2; const -3..=3 half; 1/4 atoms divided by a VARIABLE); cmp uniform over 6. Measured split: tight 404, fbbt 399, single-cell 400, general 797	solve verdict == z3 Real verdict on jointly decided; Sat replays; jointly>100; nra_fbbt components_offered>0	NRA cube / odd degree	x0^3 + b*x0 + k < 0 (fbbt) or a factors=[x,x,x] single-cell monomial	yes	fbbt degree 2..=6 includes 3 and 5; single-cell draws up to 8 factors	ran hits=164/2000 (odd power>=3 of one var; exact cube 81) seed=0..2000		n/a
R350	axeyum-solver	crates/axeyum-solver/tests/nra_differential_fuzz.rs	1106	nra_differential_fuzz_disagree_zero	lcg	INSTANCES=2000 (seeds 0..2000)	mixture per seed: 1/5 tight_anchored (1 var; x^2=c with c in {2,3,5,6,7}; 1..=3 ineqs a*x^2+b*x+k with dens in {1,1e3,1e13,1e20,1e28}, scale -4..=4, jitter -9..=9); then 1/4 fbbt (vars 3..=4; one atom c*x0^d + b*x0 + k with d 2..=6, |c| 1..=3, b -3..=3, k -400..=400, cmp in {<,<=,>,>=,=}; anchor lo -2..=0, hi lo+0..=2 (dropped 1/5); chain gaps 1..=3); then 1/4 single-cell (vars 2..=4; atoms 1..=4; monos 1..=3; coeff -3..=3; factors 0..=8; const -3..=3 half; no division); rest general (vars 2..=4; atoms 1..=4; monos 1..=3; coeff -3..=3; factors 0..=2; const -3..=3 half; 1/4 atoms divided by a VARIABLE); cmp uniform over 6. Measured split: tight 404, fbbt 399, single-cell 400, general 797	solve verdict == z3 Real verdict on jointly decided; Sat replays; jointly>100; nra_fbbt components_offered>0	NRA irrational-root polynomial (x*x=2, algebraic witness)	1*x*x + -2 = 0	yes	tight_anchored forces x^2=c with c a non-square on every instance it produces	ran hits=404/2000 seed=0..2000		n/a
R351	axeyum-solver	crates/axeyum-solver/tests/nra_differential_fuzz.rs	1106	nra_differential_fuzz_disagree_zero	lcg	INSTANCES=2000 (seeds 0..2000)	mixture per seed: 1/5 tight_anchored (1 var; x^2=c with c in {2,3,5,6,7}; 1..=3 ineqs a*x^2+b*x+k with dens in {1,1e3,1e13,1e20,1e28}, scale -4..=4, jitter -9..=9); then 1/4 fbbt (vars 3..=4; one atom c*x0^d + b*x0 + k with d 2..=6, |c| 1..=3, b -3..=3, k -400..=400, cmp in {<,<=,>,>=,=}; anchor lo -2..=0, hi lo+0..=2 (dropped 1/5); chain gaps 1..=3); then 1/4 single-cell (vars 2..=4; atoms 1..=4; monos 1..=3; coeff -3..=3; factors 0..=8; const -3..=3 half; no division); rest general (vars 2..=4; atoms 1..=4; monos 1..=3; coeff -3..=3; factors 0..=2; const -3..=3 half; 1/4 atoms divided by a VARIABLE); cmp uniform over 6. Measured split: tight 404, fbbt 399, single-cell 400, general 797	solve verdict == z3 Real verdict on jointly decided; Sat replays; jointly>100; nra_fbbt components_offered>0	NRA product of three distinct variables	1*x*y*z + 1 >= 0	yes	only the single-cell sub-generator (factors 0..=8) can; general caps factors at 2 (line 236)	ran hits=104/2000 seed=0..2000		n/a
R352	axeyum-solver	crates/axeyum-solver/tests/nra_differential_fuzz.rs	1106	nra_differential_fuzz_disagree_zero	lcg	INSTANCES=2000 (seeds 0..2000)	mixture per seed: 1/5 tight_anchored (1 var; x^2=c with c in {2,3,5,6,7}; 1..=3 ineqs a*x^2+b*x+k with dens in {1,1e3,1e13,1e20,1e28}, scale -4..=4, jitter -9..=9); then 1/4 fbbt (vars 3..=4; one atom c*x0^d + b*x0 + k with d 2..=6, |c| 1..=3, b -3..=3, k -400..=400, cmp in {<,<=,>,>=,=}; anchor lo -2..=0, hi lo+0..=2 (dropped 1/5); chain gaps 1..=3); then 1/4 single-cell (vars 2..=4; atoms 1..=4; monos 1..=3; coeff -3..=3; factors 0..=8; const -3..=3 half; no division); rest general (vars 2..=4; atoms 1..=4; monos 1..=3; coeff -3..=3; factors 0..=2; const -3..=3 half; 1/4 atoms divided by a VARIABLE); cmp uniform over 6. Measured split: tight 404, fbbt 399, single-cell 400, general 797	solve verdict == z3 Real verdict on jointly decided; Sat replays; jointly>100; nra_fbbt components_offered>0	RealDiv by CONSTANT zero (separate const-fold branch of eliminate_real_div)	(/ (x + 1) 0) = 5	no	the only divisor the generator emits is `Some(rng.below(num_vars as u64))` (lines 258-260): a variable index; a literal 0 divisor is never built by any sweep generator; it exists only in the fixed-example tests seed_nra_realdiv_const_zero_free_and_congruent / single_cell_never_refutes_a_division_by_constant_zero (not boxes)	read	doc line 161-163 says the variable divisor `can be forced to 0` by another atom, which is the symbolic branch not the constant fold	structural-open
R353	axeyum-solver	crates/axeyum-solver/tests/nra_differential_fuzz.rs	1106	nra_differential_fuzz_disagree_zero	lcg	INSTANCES=2000 (seeds 0..2000)	mixture per seed: 1/5 tight_anchored (1 var; x^2=c with c in {2,3,5,6,7}; 1..=3 ineqs a*x^2+b*x+k with dens in {1,1e3,1e13,1e20,1e28}, scale -4..=4, jitter -9..=9); then 1/4 fbbt (vars 3..=4; one atom c*x0^d + b*x0 + k with d 2..=6, |c| 1..=3, b -3..=3, k -400..=400, cmp in {<,<=,>,>=,=}; anchor lo -2..=0, hi lo+0..=2 (dropped 1/5); chain gaps 1..=3); then 1/4 single-cell (vars 2..=4; atoms 1..=4; monos 1..=3; coeff -3..=3; factors 0..=8; const -3..=3 half; no division); rest general (vars 2..=4; atoms 1..=4; monos 1..=3; coeff -3..=3; factors 0..=2; const -3..=3 half; 1/4 atoms divided by a VARIABLE); cmp uniform over 6. Measured split: tight 404, fbbt 399, single-cell 400, general 797	solve verdict == z3 Real verdict on jointly decided; Sat replays; jointly>100; nra_fbbt components_offered>0	zero-coefficient monomial	0*x*y + 2*z <= 0	yes	coeff -3..=3	ran hits=957/2000 seed=0..2000		n/a
R354	axeyum-solver	crates/axeyum-solver/tests/nra_differential_fuzz.rs	1474	single_cell_differential_fuzz_disagree_zero	lcg	SINGLE_CELL_INSTANCES=1500 (Lcg::new(seed ^ 0x2121_0915_c4d0_51e1))	vars 2..=4; atoms 1..=4; monos 1..=3; coeff -3..=3; factors 0..=8 (same var may repeat); const -3..=3 half; 1/6 atoms reuse previous atom's support; cmp uniform over 6; divisor None	single_cell_decide_for_testing verdict == z3; Sat replays; unsat certificate lemmas/gates>0; decided>0 in both directions; exact delineability check reached	NRA product of two distinct variables	2*x*y + 1 > 0	yes		ran hits=476/1500 seed=0..1500		n/a
R355	axeyum-solver	crates/axeyum-solver/tests/nra_differential_fuzz.rs	1474	single_cell_differential_fuzz_disagree_zero	lcg	SINGLE_CELL_INSTANCES=1500 (Lcg::new(seed ^ 0x2121_0915_c4d0_51e1))	vars 2..=4; atoms 1..=4; monos 1..=3; coeff -3..=3; factors 0..=8 (same var may repeat); const -3..=3 half; 1/6 atoms reuse previous atom's support; cmp uniform over 6; divisor None	single_cell_decide_for_testing verdict == z3; Sat replays; unsat certificate lemmas/gates>0; decided>0 in both directions; exact delineability check reached	NRA square with negative RHS	1*x*x + 2 = 0	yes		ran hits=2/1500 seed=0..1500	rare	n/a
R356	axeyum-solver	crates/axeyum-solver/tests/nra_differential_fuzz.rs	1474	single_cell_differential_fuzz_disagree_zero	lcg	SINGLE_CELL_INSTANCES=1500 (Lcg::new(seed ^ 0x2121_0915_c4d0_51e1))	vars 2..=4; atoms 1..=4; monos 1..=3; coeff -3..=3; factors 0..=8 (same var may repeat); const -3..=3 half; 1/6 atoms reuse previous atom's support; cmp uniform over 6; divisor None	single_cell_decide_for_testing verdict == z3; Sat replays; unsat certificate lemmas/gates>0; decided>0 in both directions; exact delineability check reached	NRA cube / odd degree	factors=[x,x,x]	yes		ran hits=29/1500 (odd power>=3: 31) seed=0..1500		n/a
R357	axeyum-solver	crates/axeyum-solver/tests/nra_differential_fuzz.rs	1474	single_cell_differential_fuzz_disagree_zero	lcg	SINGLE_CELL_INSTANCES=1500 (Lcg::new(seed ^ 0x2121_0915_c4d0_51e1))	vars 2..=4; atoms 1..=4; monos 1..=3; coeff -3..=3; factors 0..=8 (same var may repeat); const -3..=3 half; 1/6 atoms reuse previous atom's support; cmp uniform over 6; divisor None	single_cell_decide_for_testing verdict == z3; Sat replays; unsat certificate lemmas/gates>0; decided>0 in both directions; exact delineability check reached	NRA irrational root x*x=2	1*x*x + -2 = 0	yes	single square monomial + non-square constant under Eq occurs once	ran hits=1/1500 seed=0..1500	one instance in the sweep; the algebraic-witness sweep is the deliberate cover	n/a
R358	axeyum-solver	crates/axeyum-solver/tests/nra_differential_fuzz.rs	1474	single_cell_differential_fuzz_disagree_zero	lcg	SINGLE_CELL_INSTANCES=1500 (Lcg::new(seed ^ 0x2121_0915_c4d0_51e1))	vars 2..=4; atoms 1..=4; monos 1..=3; coeff -3..=3; factors 0..=8 (same var may repeat); const -3..=3 half; 1/6 atoms reuse previous atom's support; cmp uniform over 6; divisor None	single_cell_decide_for_testing verdict == z3; Sat replays; unsat certificate lemmas/gates>0; decided>0 in both directions; exact delineability check reached	NRA product of three distinct variables	1*x*y*z <= 0	yes		ran hits=353/1500 seed=0..1500		n/a
R359	axeyum-solver	crates/axeyum-solver/tests/nra_differential_fuzz.rs	1474	single_cell_differential_fuzz_disagree_zero	lcg	SINGLE_CELL_INSTANCES=1500 (Lcg::new(seed ^ 0x2121_0915_c4d0_51e1))	vars 2..=4; atoms 1..=4; monos 1..=3; coeff -3..=3; factors 0..=8 (same var may repeat); const -3..=3 half; 1/6 atoms reuse previous atom's support; cmp uniform over 6; divisor None	single_cell_decide_for_testing verdict == z3; Sat replays; unsat certificate lemmas/gates>0; decided>0 in both directions; exact delineability check reached	RealDiv by constant zero	(/ x 0) = 5 in a conjunction	no	`divisor: None` on every atom (line 348); covered only by the fixed-example test single_cell_never_refutes_a_division_by_constant_zero	read		structural-open
R360	axeyum-solver	crates/axeyum-solver/tests/nra_differential_fuzz.rs	1673	clause_loop_differential_fuzz_disagree_zero	lcg	SINGLE_CELL_INSTANCES=1500 (Lcg::new(seed ^ 0x2126_0916_9c1a_05e2))	single-cell box above wrapped in a CNF skeleton: 2..=3 clauses of 1..=3 atom indices with repetition; one clause forced to width>=2 when atoms>=2	clause_loop_decide_for_testing verdict == z3; Sat replays; certified unsat with lemma_cells>0; decided>0 and unsat_decided>0; a real disjunction exists	NRA product of two distinct variables	(or (> x*y 0) (< z 0))	yes		ran hits=506/1500 seed=0..1500		n/a
R361	axeyum-solver	crates/axeyum-solver/tests/nra_differential_fuzz.rs	1673	clause_loop_differential_fuzz_disagree_zero	lcg	SINGLE_CELL_INSTANCES=1500 (Lcg::new(seed ^ 0x2126_0916_9c1a_05e2))	single-cell box above wrapped in a CNF skeleton: 2..=3 clauses of 1..=3 atom indices with repetition; one clause forced to width>=2 when atoms>=2	clause_loop_decide_for_testing verdict == z3; Sat replays; certified unsat with lemma_cells>0; decided>0 and unsat_decided>0; a real disjunction exists	NRA square with negative RHS inside a clause	(or (= (+ x*x 1) 0) ...)	yes		ran hits=1/1500 seed=0..1500	rare	n/a
R362	axeyum-solver	crates/axeyum-solver/tests/nra_differential_fuzz.rs	1673	clause_loop_differential_fuzz_disagree_zero	lcg	SINGLE_CELL_INSTANCES=1500 (Lcg::new(seed ^ 0x2126_0916_9c1a_05e2))	single-cell box above wrapped in a CNF skeleton: 2..=3 clauses of 1..=3 atom indices with repetition; one clause forced to width>=2 when atoms>=2	clause_loop_decide_for_testing verdict == z3; Sat replays; certified unsat with lemma_cells>0; decided>0 and unsat_decided>0; a real disjunction exists	NRA cube / odd degree	factors=[x,x,x]	yes		ran hits=24/1500 (odd>=3: 28) seed=0..1500		n/a
