fact_id	route	curation	language	subject	n_evidence	n_checkers	checker_fanout_min	checker_fanout_max	kernel_theorem	per_theorem_footprint	env_footprint	circularity	semantic_falsification	mutation_control	independent_replay	coverage_bearing_checker	protection_count	exact_statement	subject_guessed	coverage_by_guess_only	checkers_multi	checkers_name_producer
F:ml430-nat-coprime-add-self-left-5e93448c	kernel-lean	-	lean4-surface	Nat.coprime_add_self_left	2	2	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-coprime-add-self-right-c3ed0f45	kernel-lean	-	lean4-surface	Nat.coprime_add_self_right	2	2	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-coprime-coprime-div-left-6f7082bd	kernel-lean	-	lean4-surface	-	2	2	1	11	no	yes	no	no	no	no	no	no	1	yes	Nat.coprime_div_left	yes	yes	no
F:ml430-nat-coprime-coprime-div-right-7a8ce438	kernel-lean	-	lean4-surface	-	2	2	1	11	no	yes	no	no	no	no	no	no	1	yes	Nat.coprime_div_right	yes	yes	no
F:ml430-nat-coprime-coprime-dvd-left-2ce391d2	kernel-lean	-	lean4-surface	-	2	2	1	11	no	yes	no	no	no	no	no	no	1	yes	Nat.coprime_dvd_left	yes	yes	no
F:ml430-nat-coprime-coprime-dvd-right-4a2670ae	kernel-lean	-	lean4-surface	-	2	2	1	11	no	yes	no	no	no	no	no	no	1	yes	Nat.coprime_dvd_right	yes	yes	no
F:ml430-nat-coprime-coprime-mul-left-fb5bd11a	kernel-lean	-	lean4-surface	-	2	2	1	11	no	yes	no	no	no	no	no	no	1	yes	Nat.coprime_mul_left	yes	yes	no
F:ml430-nat-coprime-coprime-mul-left-right-910d7d8f	kernel-lean	-	lean4-surface	-	2	2	1	11	no	yes	no	no	no	no	no	no	1	yes	Nat.coprime_mul_left_right	yes	yes	no
F:ml430-nat-coprime-coprime-mul-right-70e4e946	kernel-lean	-	lean4-surface	-	2	2	1	11	no	yes	no	no	no	no	no	no	1	yes	Nat.coprime_mul_right	yes	yes	no
F:ml430-nat-coprime-coprime-mul-right-right-9599ecd3	kernel-lean	-	lean4-surface	-	2	2	1	11	no	yes	no	no	no	no	no	no	1	yes	Nat.coprime_mul_right_right	yes	yes	no
F:ml430-nat-coprime-dvd-of-dvd-mul-left-b0608cb9	kernel-lean	-	lean4-surface	-	2	2	1	11	no	yes	no	no	no	no	no	no	1	yes	Nat.dvd_of_dvd_mul_left	yes	yes	no
F:ml430-nat-coprime-dvd-of-dvd-mul-right-efc3a4ec	kernel-lean	-	lean4-surface	-	2	2	1	11	no	yes	no	no	no	no	no	no	1	yes	Nat.dvd_of_dvd_mul_right	yes	yes	no
F:ml430-nat-coprime-fermatnumber-fermatnumber-161e79c7	kernel-lean	-	lean4-surface	Nat.coprime_fermatNumber_fermatNumber	3	3	1	318	yes	no	yes	no	yes	yes	no	yes	5	yes	-	no	yes	no
F:ml430-nat-coprime-iff-isrelprime-0c08eb25	kernel-lean	-	lean4-surface	Nat.coprime_iff_isRelPrime	4	4	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-coprime-odd-of-left-ed80ab44	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-coprime-odd-of-right-8dc1decc	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-coprime-of-dvd-18fcd09f	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-coprime-of-dvd-6f652673	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-coprime-of-dvd-left-b0e2aa94	kernel-lean	-	lean4-surface	Nat.coprime_of_dvd_left	2	2	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-coprime-of-dvd-right-a640bd56	kernel-lean	-	lean4-surface	Nat.coprime_of_dvd_right	2	2	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-coprime-of-lt-prime-1978a919	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-coprime-one-left-iff-45945e80	kernel-lean	-	lean4-surface	Nat.coprime_one_left_iff	2	2	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-coprime-one-right-iff-42fed4ce	kernel-lean	-	lean4-surface	Nat.coprime_one_right_iff	2	2	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-coprime-or-dvd-of-prime-65f47114	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-coprime-primes-5769049f	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-coprime-self-add-left-51351fa1	kernel-lean	-	lean4-surface	Nat.coprime_self_add_left	2	2	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-coprime-self-add-right-966e5434	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-coprime-symmetric-9b5cfa12	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-coprime-two-left-1b47e7c4	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-coprime-two-right-7c5a1850	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-descfactorial-le-2b8cc09a	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-descfactorial-of-lt-fbcf5d26	kernel-lean	-	lean4-surface	-	2	2	2	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-descfactorial-one-d4856d4a	kernel-lean	-	lean4-surface	-	1	1	3	3	no	no	no	no	no	no	no	no	0	yes	-	no	yes	no
F:ml430-nat-descfactorial-self-899fc0e0	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-descfactorial-zero-966b01df	kernel-lean	-	lean4-surface	-	1	1	1	1	no	no	no	no	no	no	no	no	0	yes	-	no	yes	no
F:ml430-nat-div-dvd-div-left-b56f6f7c	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-div-gcd-pos-of-pos-left-dd878a3f	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-div-gcd-pos-of-pos-right-8d26808c	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-div-lt-of-lt-mul-818dc4c7	kernel-lean	-	lean4-surface	-	3	3	1	16	no	no	yes	no	no	no	no	no	1	yes	Nat.div_lt_of_lt_mul	yes	yes	no
F:ml430-nat-div-mul-cancel-99799a00	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-div-two-mul-two-add-one-of-odd-9e3e8b82	kernel-lean	-	lean4-surface	Nat.div_two_mul_two_add_one_of_odd	4	4	1	16	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-div-two-mul-two-of-even-9ccc5340	kernel-lean	-	lean4-surface	Nat.div_two_mul_two_of_even	4	4	1	16	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-dvd-add-0c5bcc91	kernel-lean	-	lean4-surface	Nat.dvd_add	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-dvd-add-iff-left-332cbe04	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-dvd-add-iff-right-bf79c0cd	kernel-lean	-	lean4-surface	Nat.dvd_add_iff_right	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-dvd-antisymm-507f9026	kernel-lean	-	lean4-surface	Nat.dvd_antisymm	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-dvd-gcd-e5184fc5	kernel-lean	-	lean4-surface	-	2	2	2	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-dvd-gcd-iff-b8485987	kernel-lean	-	lean4-surface	-	2	2	2	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-dvd-gcd-mul-gcd-iff-dvd-mul-07fec722	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-dvd-gcd-mul-iff-dvd-mul-0afe640a	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-dvd-iff-mod-eq-zero-d795bfff	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-dvd-lcm-left-c83bcebc	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-dvd-lcm-of-dvd-left-141a64bb	kernel-lean	-	lean4-surface	Nat.dvd_lcm_of_dvd_left	2	2	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-dvd-lcm-of-dvd-right-61a50fc3	kernel-lean	-	lean4-surface	Nat.dvd_lcm_of_dvd_right	2	2	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-dvd-lcm-right-18ab8e2f	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-dvd-mod-iff-2d082f10	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-dvd-mul-ebd102e2	kernel-lean	-	lean4-surface	-	2	2	1	318	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-dvd-mul-gcd-iff-dvd-mul-f9517e6b	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-dvd-mul-left-a1a8a4b8	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-dvd-mul-left-of-dvd-200e20a4	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-dvd-mul-right-a87a83c4	kernel-lean	-	lean4-surface	Nat.dvd_mul	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-dvd-of-forall-prime-mul-dvd-5898723b	kernel-lean	-	lean4-surface	Nat.dvd_of_forall_prime_mul_dvd	3	3	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-dvd-of-lcm-left-dvd-d6b2407c	kernel-lean	-	lean4-surface	Nat.dvd_of_lcm_left_dvd	2	2	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-dvd-of-lcm-right-dvd-61bd1a60	kernel-lean	-	lean4-surface	Nat.dvd_of_lcm_right_dvd	2	2	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-dvd-two-of-totient-le-one-3642bf31	kernel-lean	-	lean4-surface	Nat.dvd_two_of_totient_le_one	2	2	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-eq-of-beq-eq-true-6ec35ee4	kernel-lean	-	lean4-surface	Nat.eq_of_beq_eq_true	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-eq-or-eq-of-totient-eq-totient-d4d154c7	kernel-lean	-	lean4-surface	Nat.eq_or_eq_of_totient_eq_totient	4	4	1	281	yes	no	yes	no	yes	yes	no	yes	5	yes	-	no	yes	no
F:ml430-nat-eq-zero-of-gcd-eq-zero-left-72cc4246	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-eq-zero-of-gcd-eq-zero-right-24054a86	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-eq-zero-of-lcm-eq-zero-d09b7af7	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-even-add-31386639	kernel-lean	-	lean4-surface	Nat.even_add	4	4	1	16	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-even-add-39e3bc07	kernel-lean	-	lean4-surface	Nat.even_add'	4	4	1	16	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-even-add-one-15b5cb18	kernel-lean	-	lean4-surface	Nat.even_add_one	4	4	1	16	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-even-div-395c6b5e	kernel-lean	-	lean4-surface	Nat.even_div	4	4	1	16	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-even-iff-024826e9	kernel-lean	-	lean4-surface	Nat.even_iff_mod_two_eq_zero	3	3	1	16	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-even-xor-78a39432	kernel-lean	-	lean4-surface	Nat.even_xor	1	0	0	0	yes	no	no	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-exists-mul-mod-eq-gcd-8bf9ec7e	kernel-lean	-	lean4-surface	-	2	2	1	27	no	yes	no	no	no	no	no	no	1	yes	Nat.exists_mul_mod_eq_gcd	yes	yes	no
F:ml430-nat-factorial-dvd-ascfactorial-44a4e641	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-factorial-dvd-descfactorial-bbf6124f	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-factorial-dvd-factorial-e9d14845	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-factorial-le-d0f4a912	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-factorial-lt-of-lt-d6c2125d	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-factorial-ne-zero-5fc0b0a1	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-factorial-pos-f1dd2405	kernel-lean	-	lean4-surface	Nat.one_le_factorial	1	0	0	0	yes	no	no	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-fermatnumber-mono-b051cee6	kernel-lean	-	lean4-surface	Nat.fermatNumber_mono	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-fermatnumber-ne-one-91232d67	kernel-lean	-	lean4-surface	Nat.fermatNumber_ne_one	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-fermatnumber-one-b1b0798f	kernel-lean	-	lean4-surface	Nat.fermatNumber_one	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-fermatnumber-strictmono-acbcb8c6	kernel-lean	-	lean4-surface	Nat.fermatNumber_strictMono	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-fermatnumber-two-3aa3bfc4	kernel-lean	-	lean4-surface	Nat.fermatNumber_two	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-fermatnumber-zero-ca7aac67	kernel-lean	-	lean4-surface	Nat.fermatNumber_zero	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-fib-add-two-b86e0c82	kernel-lean	-	lean4-surface	-	1	1	1	1	no	no	no	no	no	no	no	no	0	yes	-	no	yes	no
F:ml430-nat-fib-add-two-strictmono-c1e86d4d	kernel-lean	-	lean4-surface	-	2	2	1	1	no	yes	no	no	no	no	no	no	1	yes	Nat.fib_add_two_strictmono	yes	no	no
F:ml430-nat-fib-coprime-fib-succ-162fc738	kernel-lean	-	lean4-surface	-	1	1	1	1	no	no	no	no	no	no	no	no	0	yes	-	no	yes	no
F:ml430-nat-fib-dvd-f80f3de1	kernel-lean	-	lean4-surface	-	1	1	1	1	no	no	no	no	no	no	no	no	0	yes	-	no	yes	no
F:ml430-nat-fib-eq-zero-61879073	kernel-lean	-	lean4-surface	-	1	1	1	1	no	no	no	no	no	no	no	no	0	yes	-	no	yes	no
F:ml430-nat-fib-gcd-d1d98407	kernel-lean	-	lean4-surface	-	1	1	1	1	no	no	no	no	no	no	no	no	0	yes	-	no	yes	no
F:ml430-nat-fib-le-fib-succ-d1ef4a3d	kernel-lean	-	lean4-surface	Nat.fib_le_succ	2	2	1	1	yes	no	yes	no	no	no	no	yes	3	yes	-	no	no	no
F:ml430-nat-fib-lt-fib-3582b881	kernel-lean	-	lean4-surface	-	2	2	1	1	no	yes	no	no	no	no	no	no	1	yes	Nat.fib_lt_fib	yes	no	no
F:ml430-nat-fib-mono-cc6afe09	kernel-lean	-	lean4-surface	-	2	2	1	1	no	yes	no	no	no	no	no	no	1	yes	Nat.fib_mono	yes	no	no
F:ml430-nat-fib-pos-9e67bd8e	kernel-lean	-	lean4-surface	-	1	1	1	1	no	no	no	no	no	no	no	no	0	yes	-	no	yes	no
F:ml430-nat-fib-strictmonoon-905810a9	kernel-lean	-	lean4-surface	-	2	2	1	1	no	yes	no	no	no	no	no	no	1	yes	Nat.fib_strictmonoOn	yes	no	no
F:ml430-nat-gcd-dvd-mul-81cb13df	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-gcd-fib-add-self-5a92d5e3	kernel-lean	-	lean4-surface	-	1	1	1	1	no	no	no	no	no	no	no	no	0	yes	-	no	yes	no
F:ml430-nat-gcd-greatest-0a04214a	kernel-lean	-	lean4-surface	-	1	1	1	1	no	no	no	no	no	no	no	no	0	yes	-	no	yes	no
F:ml430-nat-gcd-le-mul-7e3800f7	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-gcd-mul-lcm-b7217ace	kernel-lean	-	lean4-surface	-	2	2	2	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-land-assoc-ad4775b8	kernel-lean	-	lean4-surface	Nat.land_assoc	1	0	0	0	yes	no	no	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-land-bit-b9ab7475	kernel-lean	-	lean4-surface	Nat.land_bit	1	0	0	0	yes	no	no	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-land-comm-7e6ad72e	kernel-lean	-	lean4-surface	Nat.land_comm	1	0	0	0	yes	no	no	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-lcm-assoc-cb00bb43	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-lcm-comm-d5f8aae0	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-lcm-div-eb5d8892	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-lcm-dvd-07899eea	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-ldiff-bit-6be49bb8	kernel-lean	-	lean4-surface	Nat.ldiff_bit	1	0	0	0	yes	no	no	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-le-antisymm-79dccead	kernel-lean	-	lean4-surface	Nat.le_antisymm	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-le-fib-add-one-5284f0bf	kernel-lean	-	lean4-surface	-	2	2	1	1	no	yes	no	no	no	no	no	no	1	yes	Nat.le_fib_add_one	yes	no	no
F:ml430-nat-le-fib-self-0cbccb4d	kernel-lean	-	lean4-surface	-	2	2	1	1	no	yes	no	no	no	no	no	no	1	yes	Nat.le_fib_self	yes	no	no
F:ml430-nat-le-of-ble-eq-true-646f4e10	kernel-lean	-	lean4-surface	Nat.le_of_ble_eq_true	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-le-of-lt-succ-120bd6db	kernel-lean	-	lean4-surface	Nat.le_of_lt_succ	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-le-of-succ-le-succ-a180a72c	kernel-lean	-	lean4-surface	Nat.le_of_succ_le_succ	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-le-refl-fd7d9e15	kernel-lean	-	lean4-surface	Nat.le_refl	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-log-antitone-left-20d1326c	kernel-lean	-	lean4-surface	Nat.log_antitone_left	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-log-le-clog-ac8ab2d4	kernel-lean	-	lean4-surface	Nat.log_le_clog	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-log-le-self-da387172	kernel-lean	-	lean4-surface	Nat.log_le_self	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-log-lt-self-529f89fa	kernel-lean	-	lean4-surface	Nat.log_lt_self	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-log-mono-right-b8939fee	kernel-lean	-	lean4-surface	Nat.log_mono_right	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-log-monotone-52fad774	kernel-lean	-	lean4-surface	Nat.log_monotone	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-log-of-lt-89eaf42e	kernel-lean	-	lean4-surface	Nat.log_of_lt	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-log-one-left-73efc119	kernel-lean	-	lean4-surface	Nat.log_one_left	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-log-one-right-282332ef	kernel-lean	-	lean4-surface	Nat.log_one_right	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-log-zero-left-9ec8541e	kernel-lean	-	lean4-surface	Nat.log_zero_left	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-log-zero-right-8ea186db	kernel-lean	-	lean4-surface	Nat.log_zero_right	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-log2-eq-log-two-28085932	kernel-lean	-	lean4-surface	Nat.log2_eq_log_two	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-lor-assoc-82c4d0fd	kernel-lean	-	lean4-surface	Nat.lor_assoc	1	0	0	0	yes	no	no	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-lor-bit-a2f98c7c	kernel-lean	-	lean4-surface	Nat.lor_bit	1	0	0	0	yes	no	no	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-lor-comm-2666d7ef	kernel-lean	-	lean4-surface	Nat.lor_comm	1	0	0	0	yes	no	no	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-lt-of-mul-lt-mul-left-234e8530	kernel-lean	-	lean4-surface	-	3	3	1	16	no	no	yes	no	no	no	no	no	1	yes	Nat.lt_of_mul_lt_mul_left	yes	yes	no
F:ml430-nat-lt-of-mul-lt-mul-right-54c1120b	kernel-lean	-	lean4-surface	-	3	3	1	16	no	no	yes	no	no	no	no	no	1	yes	Nat.lt_of_mul_lt_mul_right	yes	yes	no
F:ml430-nat-lt-xor-cases-c43a1e85	kernel-lean	-	lean4-surface	Nat.lt_xor_cases	3	3	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-mod-lcm-ee6bdd41	kernel-lean	-	lean4-surface	Nat.mod_lcm	3	3	1	281	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-mod-modeq-436e4c10	kernel-lean	-	lean4-surface	-	1	1	10	10	no	no	no	no	no	no	no	no	0	yes	-	no	yes	no
F:ml430-nat-mod-mul-beaccbad	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-mod-mul-left-div-self-0aca6c6e	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-mod-mul-left-mod-9b785abc	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-mod-mul-right-div-self-900e0b01	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-mod-mul-right-mod-a481eff8	kernel-lean	-	lean4-surface	-	2	2	1	281	no	no	yes	no	no	no	no	no	1	yes	-	no	yes	no
F:ml430-nat-modeq-add-1561afa8	kernel-lean	-	lean4-surface	Nat.mod_eq_add	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-modeq-add-iff-left-b719aac5	kernel-lean	-	lean4-surface	Nat.mod_eq_add_iff_left	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-modeq-add-iff-right-84daa45f	kernel-lean	-	lean4-surface	Nat.mod_eq_add_iff_right	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-modeq-add-le-of-lt-c774015b	kernel-lean	-	lean4-surface	Nat.mod_eq_add_le_of_lt	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
F:ml430-nat-modeq-add-left-cancel-e5287cf6	kernel-lean	-	lean4-surface	-	1	1	10	10	no	no	no	no	no	no	no	no	0	yes	-	no	yes	no
F:ml430-nat-modeq-add-left-cancel-fb96581c	kernel-lean	-	lean4-surface	Nat.mod_eq_add_left_cancel	2	2	1	318	yes	no	yes	no	no	no	no	yes	3	yes	-	no	yes	no
